source,target,distance,type
17229,15728,0.21,sim
17228,17219,0.0,same
17228,12753,0.6,sim
17228,23213,0.62,sim
17228,4011,0.71,sim
17228,19915,0.87,sim
17228,19880,0.87,sim
17228,19906,0.87,sim
17228,19908,0.87,sim
17228,19902,0.87,sim
17227,20748,1.49,sim
17227,20756,1.52,sim
17227,17224,1.85,sim
17227,18360,1.9,sim
17226,21767,1.91,sim
17226,24763,1.95,sim
17224,20748,1.81,sim
17224,17227,1.85,sim
17224,20756,1.88,sim
17223,14646,1.99,sim
17223,14648,1.99,sim
17223,14985,2.0,sim
17221,4884,0.9,sim
17221,18460,0.9,sim
17221,6493,0.93,sim
17221,1340,1.15,sim
17221,12911,1.26,sim
17221,14846,1.28,sim
17221,6486,1.55,sim
17221,11121,1.63,sim
17221,19073,1.73,sim
17218,17378,0.3,sim
17218,22042,0.3,sim
17218,17386,0.9,sim
17218,14697,1.45,sim
17218,22050,1.45,sim
17218,18362,1.67,sim
17218,13979,1.71,sim
17218,13967,1.71,sim
17218,19931,1.82,sim
17217,1485,0.13,sim
17217,811,0.13,sim
17217,2164,0.18,sim
17217,8963,0.18,sim
17217,19791,0.19,sim
17217,19797,0.19,sim
17217,15807,0.2,sim
17217,724,0.45,sim
17217,20736,0.53,sim
17214,13573,1.15,sim
17214,6079,1.19,sim
17214,24185,1.37,sim
17214,13571,1.37,sim
17214,10076,1.39,sim
17214,19269,1.55,sim
17214,7608,1.55,sim
17214,16123,1.55,sim
17214,15351,1.73,sim
17213,1164,0.0,same
17213,6781,0.16,sim
17213,20417,0.18,sim
17213,23916,0.22,sim
17213,23913,0.22,sim
17213,12104,0.22,sim
17213,22279,0.23,sim
17213,6783,0.25,sim
17213,19826,0.26,sim
17212,17211,0.0,same
17209,20564,1.4,sim
17209,20561,1.43,sim
17209,21369,1.55,sim
17209,20568,1.79,sim
17209,8513,1.81,sim
17209,22065,1.83,sim
17209,5256,1.87,sim
17209,20985,1.88,sim
17209,18657,1.9,sim
17208,8571,0.0,same
17208,13382,0.86,sim
17208,13391,0.86,sim
17208,13373,0.86,sim
17208,1330,0.92,sim
17208,2595,0.93,sim
17208,24,0.93,sim
17208,18111,0.98,sim
17208,18109,0.99,sim
17207,8570,0.0,same
17207,11914,0.8,sim
17207,9676,1.66,sim
17207,9678,1.66,sim
17207,2278,1.84,sim
17207,20677,1.92,sim
17207,7019,1.92,sim
17207,7164,1.93,sim
17207,7014,1.95,sim
17206,8568,0.0,same
17206,17205,0.0,same
17206,8569,0.0,same
17206,5831,1.64,sim
17206,18703,1.66,sim
17206,1169,1.91,sim
17204,8567,0.0,same
17204,17199,1.31,sim
17204,8562,1.31,sim
17203,8555,0.0,same
17203,17192,0.0,same
17203,8566,0.0,same
17203,8561,0.52,sim
17203,17198,0.52,sim
17203,15412,0.6,sim
17203,24739,0.63,sim
17203,15418,0.64,sim
17203,2106,0.66,sim
17202,8565,0.0,same
17201,8564,0.0,same
17200,8563,0.0,same
17200,17194,0.63,sim
17200,8557,0.63,sim
17200,24648,1.25,sim
17200,336,1.39,sim
17200,15067,1.4,sim
17200,21395,1.4,sim
17200,3063,1.44,sim
17200,16719,1.48,sim
17199,8562,0.0,same
17199,17204,1.31,sim
17199,8567,1.31,sim
17199,6324,1.76,sim
17198,8561,0.0,same
17198,17203,0.52,sim
17198,17192,0.52,sim
17198,8566,0.52,sim
17198,8555,0.52,sim
17198,19808,0.61,sim
17198,3503,0.61,sim
17198,19804,0.63,sim
17198,19820,0.63,sim
17197,8560,0.0,same
17196,8559,0.0,same
17195,8558,0.0,same
17195,17187,1.23,sim
17195,8550,1.23,sim
17195,2967,1.31,sim
17195,20478,1.31,sim
17195,23566,1.31,sim
17195,24409,1.31,sim
17195,782,1.31,sim
17195,412,1.31,sim
17194,8557,0.0,same
17194,8563,0.63,sim
17194,17200,0.63,sim
17194,15067,1.07,sim
17194,336,1.16,sim
17194,16719,1.25,sim
17194,15070,1.34,sim
17194,14419,1.35,sim
17194,14414,1.35,sim
17193,8556,0.0,same
17193,6454,0.65,sim
17193,16218,0.83,sim
17193,14462,0.83,sim
17193,14456,0.83,sim
17193,10037,0.95,sim
17193,25346,0.99,sim
17193,21462,1.02,sim
17193,21465,1.12,sim
17191,8554,0.0,same
17190,8553,0.0,same
17190,3414,0.0,same
17190,12126,0.29,sim
17190,3410,0.3,sim
17190,12006,0.37,sim
17190,15435,0.73,sim
17190,20519,0.76,sim
17190,20515,0.78,sim
17190,3812,0.82,sim
17189,8552,0.0,same
17188,8551,0.0,same
17187,8550,0.0,same
17187,17195,1.23,sim
17187,8558,1.23,sim
17187,2046,1.86,sim
17187,2040,1.86,sim
17185,17171,0.0,same
17185,14992,0.0,same
17185,10764,0.0,same
17185,10768,0.0,same
17185,15000,0.0,same
17185,15009,0.0,same
17185,11062,0.0,same
17185,17179,0.0,same
17185,11058,0.0,same
17185,17175,0.0,same
17184,15001,0.0,same
17184,15010,0.0,same
17184,6133,0.0,same
17184,18356,0.0,same
17184,14681,0.0,same
17184,11789,0.0,same
17184,14993,0.0,same
17184,14997,0.0,same
17184,16480,0.0,same
17184,1223,0.0,same
17183,17167,0.0,same
17183,15005,0.0,same
17183,14996,0.0,same
17183,13714,0.66,sim
17183,10764,0.93,sim
17183,17185,0.93,sim
17183,17179,0.93,sim
17183,15000,0.93,sim
17183,11062,0.93,sim
17182,17170,0.0,same
17182,17178,0.0,same
17180,17172,0.0,same
17180,10756,0.54,sim
17180,18367,0.93,sim
17180,2966,0.93,sim
17180,17176,0.93,sim
17180,20477,0.93,sim
17180,23565,0.93,sim
17180,22849,0.93,sim
17180,13034,1.18,sim
17166,11225,0.41,sim
17166,2912,0.43,sim
17166,11229,0.47,sim
17166,14587,0.49,sim
17166,25389,0.77,sim
17166,25381,0.95,sim
17166,2900,1.14,sim
17166,25391,1.15,sim
17166,13735,1.23,sim
17164,10513,0.0,same
17164,5481,0.0,same
17164,24582,0.0,same
17164,1997,0.0,same
17164,25714,0.0,same
17164,11387,0.0,same
17164,10472,0.0,same
17164,11392,0.0,same
17164,22822,0.0,same
17164,19015,0.0,same
17129,18591,1.37,sim
17129,21798,1.45,sim
17129,11076,1.47,sim
17129,8626,1.55,sim
17129,11820,1.66,sim
17129,5026,1.67,sim
17129,5029,1.67,sim
17129,21352,1.7,sim
17129,17245,1.7,sim
17124,13307,0.0,same
17124,13319,0.0,same
17124,2791,0.0,same
17124,2794,0.0,same
17124,2783,0.0,same
17124,13309,0.0,same
17124,13321,0.0,same
17124,6382,0.0,same
17124,13355,0.0,same
17124,20216,0.0,same
17120,19069,0.0,same
17120,9461,0.0,same
17120,24353,0.0,same
17120,9470,0.0,same
17120,16118,0.0,same
17120,10710,0.0,same
17120,19264,0.0,same
17120,16124,0.0,same
17120,19270,0.0,same
17120,17365,0.0,same
17118,2792,0.84,sim
17118,9336,1.02,sim
17118,10408,1.02,sim
17118,16277,1.02,sim
17118,9575,1.02,sim
17118,9327,1.06,sim
17118,9348,1.06,sim
17118,9344,1.06,sim
17118,9340,1.1,sim
17117,3419,0.64,sim
17117,21060,0.91,sim
17117,6656,0.97,sim
17117,8901,1.13,sim
17117,13352,1.18,sim
17117,11443,1.18,sim
17117,11447,1.18,sim
17117,11452,1.18,sim
17117,11460,1.18,sim
17115,17690,1.24,sim
17115,17112,1.71,sim
17115,15358,1.78,sim
17115,24246,1.83,sim
17115,12108,1.91,sim
17115,6359,1.93,sim
17114,5426,0.64,sim
17114,16149,0.64,sim
17114,16314,0.76,sim
17114,776,1.06,sim
17114,406,1.06,sim
17114,14815,1.12,sim
17114,11453,1.16,sim
17114,11461,1.16,sim
17114,10270,1.16,sim
17112,1503,1.27,sim
17112,7184,1.47,sim
17112,19070,1.58,sim
17112,17115,1.71,sim
17112,1504,1.81,sim
17112,15353,1.91,sim
17112,15358,1.96,sim
17111,19069,0.0,same
17111,9461,0.0,same
17111,24353,0.0,same
17111,9470,0.0,same
17111,16118,0.0,same
17111,10710,0.0,same
17111,19264,0.0,same
17111,16124,0.0,same
17111,19270,0.0,same
17111,17365,0.0,same
17110,13307,0.0,same
17110,13319,0.0,same
17110,2791,0.0,same
17110,2794,0.0,same
17110,2783,0.0,same
17110,13309,0.0,same
17110,13321,0.0,same
17110,6382,0.0,same
17110,13355,0.0,same
17110,20216,0.0,same
17108,20062,1.69,sim
17108,7947,1.69,sim
17108,15750,1.82,sim
17107,7946,1.83,sim
17107,20061,1.9,sim
17106,10965,0.49,sim
17106,7945,1.13,sim
17106,369,1.22,sim
17106,4782,1.23,sim
17106,20060,1.23,sim
17106,15748,1.25,sim
17106,25131,1.7,sim
17106,20845,1.76,sim
17106,20842,1.76,sim
17105,368,0.43,sim
17105,7944,0.66,sim
17105,4781,0.71,sim
17105,15747,0.73,sim
17105,19872,0.87,sim
17105,20059,0.97,sim
17105,10964,1.15,sim
17105,15291,1.5,sim
17105,15295,1.5,sim
17103,20057,1.33,sim
17103,10962,1.34,sim
17103,7942,1.46,sim
17103,366,1.51,sim
17102,10961,1.44,sim
17102,365,1.77,sim
17099,13307,0.0,same
17099,13319,0.0,same
17099,2791,0.0,same
17099,2794,0.0,same
17099,2783,0.0,same
17099,13309,0.0,same
17099,13321,0.0,same
17099,6382,0.0,same
17099,13355,0.0,same
17099,20216,0.0,same
17097,1631,0.0,same
17096,1630,0.0,same
17095,13706,0.0,same
17095,17093,0.0,same
17095,17087,0.0,same
17095,1629,0.0,same
17095,1621,0.0,same
17095,1627,0.0,same
17095,1619,0.4,sim
17095,13712,0.4,sim
17095,17085,0.4,sim
17094,1628,0.0,same
17094,25742,0.75,sim
17094,25744,1.66,sim
17094,6167,1.86,sim
17094,6153,1.87,sim
17094,8047,1.87,sim
17094,6157,1.87,sim
17094,6155,1.87,sim
17094,6159,1.87,sim
17092,1626,0.0,same
17092,1620,1.15,sim
17092,17086,1.15,sim
17092,9114,1.86,sim
17092,9123,1.92,sim
17092,6114,1.92,sim
17092,1362,1.92,sim
17091,1625,0.0,same
17090,1624,0.0,same
17090,13180,0.17,sim
17090,17452,0.19,sim
17090,22262,0.21,sim
17090,11666,0.3,sim
17090,25583,0.54,sim
17090,6547,0.58,sim
17090,17784,0.6,sim
17090,17777,0.6,sim
17088,1622,0.0,same
17088,25750,0.76,sim
17086,1620,0.0,same
17086,17092,1.15,sim
17086,1626,1.15,sim
17086,1362,1.86,sim
17086,6114,1.86,sim
17086,9114,1.89,sim
17085,1619,0.0,same
17085,13712,0.0,same
17085,1627,0.4,sim
17085,1621,0.4,sim
17085,17095,0.4,sim
17085,17087,0.4,sim
17085,1629,0.4,sim
17085,13706,0.4,sim
17085,17093,0.4,sim
17084,1618,0.0,same
17084,23263,0.23,sim
17084,18087,0.43,sim
17084,18084,0.43,sim
17084,4367,0.57,sim
17084,9133,0.59,sim
17084,19667,1.09,sim
17084,11980,1.14,sim
17084,24877,1.49,sim
17083,1617,0.0,same
17081,17073,0.0,same
17081,11091,0.0,same
17081,11099,0.0,same
17081,11095,1.77,sim
17081,17077,1.77,sim
17080,11098,0.0,same
17080,11096,0.21,sim
17080,17078,0.21,sim
17080,17076,0.37,sim
17080,11094,0.37,sim
17080,11092,0.38,sim
17080,17074,0.38,sim
17080,22213,0.6,sim
17080,17072,0.76,sim
17079,11097,0.0,same
17079,11095,1.72,sim
17079,17077,1.72,sim
17078,11096,0.0,same
17078,11098,0.21,sim
17078,17080,0.21,sim
17078,17076,0.37,sim
17078,11094,0.37,sim
17078,11092,0.37,sim
17078,17074,0.37,sim
17078,22213,0.64,sim
17078,11090,0.77,sim
17077,11095,0.0,same
17077,17075,1.32,sim
17077,11093,1.32,sim
17077,17079,1.72,sim
17077,11097,1.72,sim
17077,17081,1.77,sim
17077,11099,1.77,sim
17077,17073,1.77,sim
17077,11091,1.77,sim
17076,11094,0.0,same
17076,17074,0.08,sim
17076,11092,0.08,sim
17076,17078,0.37,sim
17076,11096,0.37,sim
17076,17080,0.37,sim
17076,11098,0.37,sim
17076,22213,0.73,sim
17076,11090,0.79,sim
17075,11093,0.0,same
17075,17077,1.32,sim
17075,11095,1.32,sim
17074,11092,0.0,same
17074,11094,0.08,sim
17074,17076,0.08,sim
17074,11096,0.37,sim
17074,17078,0.37,sim
17074,11098,0.38,sim
17074,17080,0.38,sim
17074,22213,0.75,sim
17074,17072,0.8,sim
17072,11090,0.0,same
17072,22213,0.55,sim
17072,17080,0.76,sim
17072,11098,0.76,sim
17072,17078,0.77,sim
17072,11096,0.77,sim
17072,11094,0.79,sim
17072,17076,0.79,sim
17072,11092,0.8,sim
17071,105,0.0,same
17070,104,0.0,same
17069,103,0.0,same
17068,102,0.0,same
17067,101,0.0,same
17066,100,0.0,same
17065,99,0.0,same
17065,25774,1.63,sim
17065,25546,1.64,sim
17065,6692,1.65,sim
17065,11150,1.65,sim
17065,14925,1.65,sim
17065,18354,1.67,sim
17065,378,1.73,sim
17065,14029,1.76,sim
17063,24767,1.17,sim
17063,22540,1.17,sim
17063,22743,1.71,sim
17063,22735,1.71,sim
17063,24443,1.76,sim
17063,24448,1.76,sim
17063,4939,1.77,sim
17063,23426,1.79,sim
17063,24433,1.79,sim
17060,8015,1.86,sim
17060,7391,2.0,sim
17060,17586,2.0,sim
17059,22536,0.45,sim
17059,4739,0.84,sim
17059,17986,0.97,sim
17059,1,1.15,sim
17059,14448,1.24,sim
17059,18554,1.25,sim
17059,14948,1.26,sim
17059,22247,1.27,sim
17059,15402,1.5,sim
17057,13073,1.4,sim
17057,24760,1.4,sim
17057,20618,1.69,sim
17057,20616,1.69,sim
17057,9208,1.69,sim
17057,9206,1.69,sim
17057,9204,1.69,sim
17057,20614,1.69,sim
17057,11793,1.75,sim
17055,15157,0.05,sim
17055,25729,0.07,sim
17055,5332,0.08,sim
17055,17465,0.11,sim
17055,17469,0.11,sim
17055,20785,0.11,sim
17055,8325,0.15,sim
17055,10642,0.15,sim
17055,13079,0.17,sim
17054,24758,1.41,sim
17054,12052,1.57,sim
17054,17050,1.74,sim
17054,273,1.8,sim
17054,10352,1.8,sim
17054,6631,1.8,sim
17054,263,1.8,sim
17054,23463,1.8,sim
17054,261,1.8,sim
17053,24757,0.89,sim
17053,22742,0.96,sim
17053,22734,1.14,sim
17053,18440,1.33,sim
17053,24739,1.39,sim
17053,9743,1.44,sim
17053,24993,1.46,sim
17053,15412,1.46,sim
17053,15418,1.46,sim
17051,21474,0.07,sim
17051,10090,0.08,sim
17051,19390,0.1,sim
17051,25123,0.11,sim
17051,5991,0.11,sim
17051,13079,0.15,sim
17051,448,0.16,sim
17051,11413,0.16,sim
17051,10642,0.17,sim
17050,14728,1.55,sim
17050,19780,1.65,sim
17050,261,1.69,sim
17050,273,1.69,sim
17050,23463,1.69,sim
17050,6631,1.69,sim
17050,10352,1.69,sim
17050,263,1.69,sim
17050,17054,1.74,sim
17049,20334,0.04,sim
17049,2763,0.04,sim
17049,20439,0.04,sim
17049,24655,0.04,sim
17049,1896,0.04,sim
17049,18654,0.06,sim
17049,16799,0.07,sim
17049,24404,0.07,sim
17049,10372,0.07,sim
17048,12223,0.48,sim
17048,22528,0.7,sim
17048,24754,0.7,sim
17048,22531,0.74,sim
17048,5776,0.97,sim
17048,22730,1.0,sim
17048,20398,1.23,sim
17048,5774,1.25,sim
17048,18878,1.27,sim
17047,518,0.96,sim
17047,13342,1.37,sim
17047,3012,1.58,sim
17047,20697,1.61,sim
17047,4309,1.61,sim
17047,23819,1.62,sim
17047,20272,1.66,sim
17047,22741,1.73,sim
17047,12179,1.76,sim
17046,2543,0.0,same
17046,434,1.81,sim
17046,11399,1.82,sim
17044,12570,0.0,same
17044,681,0.0,same
17044,23642,0.0,same
17044,6267,0.0,same
17044,24529,0.0,same
17044,23006,0.0,same
17044,15386,0.0,same
17044,23639,0.0,same
17044,6272,0.0,same
17044,5838,0.0,same
17043,13307,0.0,same
17043,13319,0.0,same
17043,2791,0.0,same
17043,2794,0.0,same
17043,2783,0.0,same
17043,13309,0.0,same
17043,13321,0.0,same
17043,6382,0.0,same
17043,13355,0.0,same
17043,20216,0.0,same
17042,11012,1.4,sim
17042,11019,1.4,sim
17042,17024,1.56,sim
17042,19994,1.66,sim
17042,22852,1.74,sim
17042,12896,1.97,sim
17042,9202,1.98,sim
17042,20612,1.98,sim
17041,13362,0.0,same
17041,18665,0.0,same
17041,12654,0.0,same
17041,23214,0.0,same
17041,14538,0.0,same
17041,11866,0.0,same
17041,16674,0.0,same
17041,20490,0.0,same
17041,392,0.0,same
17041,7597,0.0,same
17040,10760,0.0,same
17040,17028,0.0,same
17040,17032,0.0,same
17040,17036,0.0,same
17040,9259,0.0,same
17040,10749,0.0,same
17040,17025,0.0,same
17040,7592,1.0,sim
17040,21310,1.0,sim
17039,17031,0.0,same
17039,17035,0.0,same
17039,17027,0.24,sim
17039,15004,0.72,sim
17039,14995,0.72,sim
17039,15008,0.97,sim
17039,14999,0.97,sim
17039,15013,1.21,sim
17039,2890,1.21,sim
17038,17030,0.0,same
17038,14998,0.0,same
17038,15003,0.0,same
17038,15007,0.0,same
17038,2885,0.04,sim
17038,15012,0.04,sim
17038,5810,0.06,sim
17038,11224,0.06,sim
17038,2880,0.07,sim
17034,17026,1.01,sim
17034,19513,1.23,sim
17034,7547,1.25,sim
17034,20132,1.32,sim
17034,1407,1.32,sim
17034,22282,1.42,sim
17034,7596,1.45,sim
17034,7592,1.45,sim
17034,21310,1.45,sim
17033,13362,0.0,same
17033,18665,0.0,same
17033,12654,0.0,same
17033,23214,0.0,same
17033,14538,0.0,same
17033,11866,0.0,same
17033,16674,0.0,same
17033,20490,0.0,same
17033,392,0.0,same
17033,7597,0.0,same
17027,17035,0.24,sim
17027,17031,0.24,sim
17027,17039,0.24,sim
17027,15004,0.48,sim
17027,14995,0.48,sim
17027,15008,0.72,sim
17027,14999,0.72,sim
17027,15013,0.97,sim
17027,2890,1.37,sim
17026,17034,1.01,sim
17026,17185,1.01,sim
17026,17179,1.01,sim
17026,17175,1.01,sim
17026,17171,1.01,sim
17026,11062,1.01,sim
17026,10768,1.01,sim
17026,11058,1.01,sim
17026,10764,1.01,sim
17024,11019,0.71,sim
17024,11012,0.71,sim
17024,17042,1.56,sim
17024,21268,1.68,sim
17024,21311,1.78,sim
17024,2891,1.85,sim
17024,21308,1.88,sim
17024,21309,1.88,sim
17024,18675,1.92,sim
17023,20811,1.5,sim
17016,21253,1.3,sim
17016,1073,1.3,sim
17014,17669,1.88,sim
17012,3445,0.0,same
17011,17616,0.59,sim
17011,4174,0.59,sim
17011,23106,1.08,sim
17011,10075,1.32,sim
17010,4352,1.34,sim
17010,12426,1.68,sim
17009,1502,1.04,sim
17009,7182,1.05,sim
17009,7187,1.05,sim
17009,7189,1.05,sim
17009,25105,1.08,sim
17009,15273,1.08,sim
17009,7969,1.28,sim
17009,7971,1.28,sim
17009,7977,1.28,sim
17008,6124,1.26,sim
17008,1372,1.26,sim
17008,25684,1.9,sim
17008,13727,1.92,sim
17006,17002,0.0,same
17006,18774,1.79,sim
17006,4229,1.84,sim
17006,4225,1.84,sim
17005,17001,0.0,same
17005,12421,0.77,sim
17005,18103,1.05,sim
17005,1267,1.13,sim
17005,7631,1.48,sim
17005,15547,1.48,sim
17005,15551,1.48,sim
17005,551,1.57,sim
17005,5231,1.64,sim
17003,10389,0.64,sim
17003,11658,0.84,sim
17003,21990,0.84,sim
17003,8608,0.92,sim
17003,630,1.03,sim
17003,12025,1.04,sim
17003,16719,1.11,sim
17003,8857,1.11,sim
17003,14503,1.11,sim
16999,4230,0.0,same
16999,9634,0.24,sim
16999,7586,0.38,sim
16999,17270,0.38,sim
16999,7576,0.38,sim
16999,25597,0.45,sim
16999,17007,0.45,sim
16999,25590,0.45,sim
16999,6889,0.48,sim
16998,20280,1.56,sim
16998,11650,1.98,sim
16998,21982,1.98,sim
16997,20538,1.07,sim
16997,20155,1.18,sim
16997,21094,1.18,sim
16997,19153,1.18,sim
16997,5049,1.24,sim
16997,5045,1.24,sim
16997,5654,1.28,sim
16997,7182,1.31,sim
16997,1502,1.32,sim
16996,13353,0.24,sim
16996,8483,0.34,sim
16996,3917,0.34,sim
16996,24028,0.34,sim
16996,12182,0.48,sim
16996,16300,0.68,sim
16996,9385,0.68,sim
16996,6614,0.68,sim
16996,9752,0.68,sim
16995,16989,0.76,sim
16995,3819,1.39,sim
16995,3038,1.62,sim
16995,18289,1.62,sim
16995,3813,1.64,sim
16995,9446,1.85,sim
16995,9579,1.85,sim
16995,23221,1.87,sim
16995,7837,1.92,sim
16991,11421,1.87,sim
16991,11417,1.87,sim
16991,11419,1.87,sim
16991,24064,1.99,sim
16989,16995,0.76,sim
16989,3819,1.16,sim
16989,3813,1.45,sim
16989,9579,1.82,sim
16989,7837,1.89,sim
16987,309,1.79,sim
16987,9451,1.92,sim
16987,840,1.92,sim
16987,846,1.92,sim
16987,9715,1.92,sim
16987,11419,1.95,sim
16987,11417,1.95,sim
16987,11421,1.95,sim
16986,12570,0.0,same
16986,681,0.0,same
16986,23642,0.0,same
16986,6267,0.0,same
16986,24529,0.0,same
16986,23006,0.0,same
16986,15386,0.0,same
16986,23639,0.0,same
16986,6272,0.0,same
16986,5838,0.0,same
16985,259,1.05,sim
16985,16585,1.19,sim
16985,308,1.19,sim
16985,19780,1.25,sim
16985,6631,1.3,sim
16985,23463,1.3,sim
16985,273,1.3,sim
16985,10352,1.3,sim
16985,261,1.3,sim
16984,315,1.15,sim
16984,320,1.4,sim
16984,16983,1.43,sim
16984,5352,1.47,sim
16984,9071,1.85,sim
16984,5356,1.87,sim
16983,320,0.51,sim
16983,315,0.8,sim
16983,5352,0.83,sim
16983,9071,1.4,sim
16983,16984,1.43,sim
16983,5356,1.65,sim
16983,5355,1.87,sim
16982,6517,1.28,sim
16982,21873,1.28,sim
16982,328,1.53,sim
16981,11292,0.04,sim
16981,21659,0.09,sim
16981,1181,0.1,sim
16981,1711,0.11,sim
16981,19502,0.14,sim
16981,10561,0.16,sim
16981,1183,0.16,sim
16981,4382,0.22,sim
16981,17324,0.59,sim
16974,16970,0.84,sim
16974,6306,1.12,sim
16974,23289,1.19,sim
16974,15650,1.19,sim
16974,25827,1.19,sim
16974,15658,1.3,sim
16974,25835,1.3,sim
16974,23297,1.3,sim
16974,1818,1.31,sim
16973,16969,1.16,sim
16972,16968,1.14,sim
16970,16974,0.84,sim
16970,6306,0.89,sim
16970,15650,1.05,sim
16970,25827,1.05,sim
16970,23289,1.05,sim
16970,21909,1.13,sim
16970,1818,1.17,sim
16970,23297,1.17,sim
16970,25835,1.17,sim
16969,16973,1.16,sim
16968,16972,1.14,sim
16967,5729,1.97,sim
16967,18887,1.99,sim
16964,21818,1.55,sim
16964,21826,1.55,sim
16964,18197,1.55,sim
16964,22383,1.55,sim
16964,18202,1.6,sim
16964,18204,1.6,sim
16964,18200,1.6,sim
16964,18198,1.6,sim
16964,10224,1.71,sim
16959,258,1.03,sim
16957,10345,0.0,same
16957,9596,0.72,sim
16957,15966,0.72,sim
16957,9602,0.72,sim
16957,15963,0.72,sim
16957,15971,0.72,sim
16957,14757,0.78,sim
16957,19646,0.78,sim
16957,14596,0.82,sim
16955,9154,0.97,sim
16955,10275,1.0,sim
16955,19711,1.0,sim
16955,11449,1.0,sim
16955,10278,1.0,sim
16955,754,1.08,sim
16955,23479,1.08,sim
16955,1228,1.13,sim
16955,25727,1.18,sim
16954,4086,0.0,same
16954,21814,0.0,same
16954,9459,0.0,same
16954,3426,0.0,same
16954,9465,0.0,same
16954,9467,0.0,same
16954,9468,0.0,same
16954,16949,0.0,same
16954,21822,0.0,same
16954,21813,0.0,same
16950,24079,0.59,sim
16950,24072,0.59,sim
16950,24074,0.59,sim
16950,24081,0.59,sim
16950,21827,0.59,sim
16950,21828,0.59,sim
16950,21823,0.59,sim
16950,16954,0.59,sim
16950,9468,0.59,sim
16948,17368,1.54,sim
16948,13329,1.94,sim
16945,12039,1.7,sim
16942,16940,0.0,same
16942,16938,0.65,sim
16942,13622,1.41,sim
16942,19099,1.41,sim
16942,21235,1.41,sim
16942,1358,1.42,sim
16942,12557,1.47,sim
16942,15591,1.65,sim
16942,18826,1.65,sim
16938,16942,0.65,sim
16938,16940,0.65,sim
16938,1358,1.38,sim
16938,19099,1.52,sim
16938,21235,1.52,sim
16938,13622,1.52,sim
16938,12557,1.57,sim
16938,15591,1.67,sim
16938,18826,1.67,sim
16936,20782,0.04,sim
16936,2374,1.42,sim
16936,20779,1.42,sim
16936,2378,1.42,sim
16936,21852,1.47,sim
16936,15035,1.47,sim
16936,17152,1.47,sim
16936,6220,1.72,sim
16936,6216,1.72,sim
16932,15502,1.75,sim
16932,3066,1.81,sim
16932,10787,1.81,sim
16932,877,1.89,sim
16932,873,1.91,sim
16932,17290,1.95,sim
16932,4241,1.96,sim
16932,4245,1.96,sim
16932,18851,1.96,sim
16927,557,1.57,sim
16927,12973,1.85,sim
16927,16702,1.96,sim
16927,14114,1.99,sim
16926,4212,0.48,sim
16926,23957,1.26,sim
16926,6848,1.31,sim
16926,7510,1.38,sim
16926,16167,1.41,sim
16926,6211,1.42,sim
16926,6217,1.42,sim
16926,7956,1.43,sim
16926,7295,1.46,sim
16925,19117,0.29,sim
16925,13286,0.29,sim
16925,6726,0.33,sim
16925,6011,0.33,sim
16925,18519,0.34,sim
16925,4196,0.34,sim
16925,5996,0.34,sim
16925,1203,0.42,sim
16925,3712,0.47,sim
16923,15265,1.27,sim
16923,18456,1.52,sim
16923,15503,1.79,sim
16922,17359,0.48,sim
16922,20283,0.48,sim
16922,23467,0.64,sim
16922,6638,0.64,sim
16922,6635,0.64,sim
16922,10359,0.64,sim
16922,10356,0.64,sim
16922,24654,0.64,sim
16922,23470,0.64,sim
16921,16067,0.8,sim
16921,13440,1.41,sim
16921,15399,1.73,sim
16921,7387,1.75,sim
16921,20701,1.77,sim
16921,17581,1.79,sim
16921,64,1.8,sim
16921,23871,1.8,sim
16921,19440,1.8,sim
16919,25843,1.21,sim
16919,8901,1.24,sim
16919,3451,1.3,sim
16919,13352,1.48,sim
16919,21320,1.68,sim
16919,9576,1.72,sim
16919,16955,1.73,sim
16919,6656,1.73,sim
16919,23816,1.73,sim
16918,20985,1.02,sim
16918,14808,1.8,sim
16918,18853,1.83,sim
16918,4249,1.83,sim
16918,7288,1.88,sim
16918,7300,1.88,sim
16917,22714,1.06,sim
16917,23413,1.06,sim
16917,174,1.21,sim
16917,7676,1.34,sim
16917,18043,1.5,sim
16917,18045,1.5,sim
16917,10267,1.52,sim
16917,4487,1.52,sim
16917,14058,1.59,sim
16910,19762,0.64,sim
16910,16904,1.04,sim
16910,8642,1.13,sim
16910,1776,1.14,sim
16910,8654,1.16,sim
16910,19754,1.26,sim
16910,19758,1.26,sim
16910,19751,1.33,sim
16910,8959,1.41,sim
16909,23175,1.21,sim
16909,22183,1.74,sim
16909,4752,1.83,sim
16909,23310,1.88,sim
16909,14454,1.93,sim
16909,14460,1.93,sim
16909,21512,1.99,sim
16907,24476,1.7,sim
16907,22188,1.7,sim
16907,2011,1.72,sim
16907,8023,1.73,sim
16907,12031,1.77,sim
16907,12678,1.82,sim
16907,15038,1.85,sim
16907,22193,1.85,sim
16907,2888,1.88,sim
16904,8642,0.78,sim
16904,16910,1.04,sim
16904,8654,1.15,sim
16904,19762,1.21,sim
16904,8959,1.41,sim
16904,1776,1.47,sim
16904,19754,1.5,sim
16904,19758,1.5,sim
16904,8647,1.51,sim
16902,16427,1.99,sim
16897,8373,0.99,sim
16897,21169,1.08,sim
16897,11999,1.08,sim
16897,6205,1.19,sim
16897,24003,1.19,sim
16897,17433,1.19,sim
16897,8667,1.22,sim
16897,1985,1.23,sim
16897,4530,1.3,sim
16896,3138,0.0,same
